,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID
621,2208210001,a_a000430,복골캠프,경기 포천시 일동면 사직리 262-4,210.0,7,1.0,4.0,5.0,4.0,08,2208210001
626,2210280010,a_a010967,이태원역교차로,서울 용산구 이태원동,90.0,8,0.0,5.0,5.0,5.0,10,2210280010
627,2210290006,a_a010430,서울 광진구 아차산로 221 2f,,30.0,4,0.0,3.0,3.0,3.0,10,2210290006
638,2210310001,a_a015292,석촌호수 동호,서울 송파구 신천동 32,30.0,1,1.0,5.0,5.0,5.0,10,2208060003
644,2210280004,a_a009683,엔터식스 왕십리역점,서울 성동구 행당동 168-151,210.0,4,0.0,5.0,5.0,5.0,10,2210280004
646,2209240002,a_a002957,우장산공원산책길,서울 강서구 화곡동,30.0,7,1.0,5.0,5.0,5.0,09,2209240002
654,2211030008,a_a015818,화담숲 곤충생태관,,30.0,1,0.0,4.0,4.0,4.0,11,2211030008
656,2210010002,a_a002737,니지모리스튜디오,경기 동두천시 탑동동 885-12,90.0,13,0.0,5.0,4.0,5.0,10,2208210002
657,2210150005,a_a006043,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,90.0,4,1.0,4.0,4.0,4.0,10,2208190003
659,2209240002,a_a001982,청계천,서울 종로구 서린동 148,0.0,7,1.0,4.0,4.0,4.0,09,2208130004
664,2210210013,a_a005375,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,3.0,4.0,4.0,10,2208070002
670,2210220003,a_a006552,대화빌딩,서울 강남구 삼성동 169,360.0,8,0.0,4.0,4.0,4.0,10,2210220003
672,2210030001,a_a004093,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,150.0,4,1.0,4.0,4.0,4.0,10,2208200002
673,2209030003,a_a001469,여주그린수상레저,경기 여주시 천송동 575-10,60.0,5,1.0,5.0,5.0,5.0,09,2209030003
676,2210280013,a_a010967,이태원거리,서울 용산구 이태원동 119-23,120.0,4,0.0,4.0,3.0,4.0,10,2208190002
677,2209230006,a_a002399,창덕궁,서울 종로구 와룡동 2-71,30.0,2,0.0,5.0,5.0,5.0,09,2208130003
679,2210290005,a_a014234,펀시티,서울 광진구 화양동 9-93,30.0,6,1.0,5.0,5.0,5.0,10,2210290005
686,2210280003,a_a003371,화담숲,경기 광주시 도척면 도웅리 산 33,240.0,1,0.0,5.0,5.0,5.0,10,2208200003
687,2210020008,a_a003169,임진각 평화누리 야외공연장,경기 파주시 문산읍 마정리 1316,90.0,3,0.0,5.0,5.0,5.0,10,2209090008
697,2209170003,a_a002234,평화의광장,,30.0,3,0.0,4.0,4.0,4.0,09,2209170003
706,2208210004,b_b001670,일산호수공원,경기 고양시 일산동구 장항동 906,120.0,1,0.0,5.0,4.0,4.0,08,2208210004
710,2210300001,a_a004727,오산천,경기 오산시 은계동,60.0,7,0.0,5.0,5.0,5.0,10,2210300001
711,2210300006,a_a012117,화성행궁,,90.0,2,0.0,5.0,5.0,5.0,10,2208100001
712,2209240009,a_a001659,송도한옥마을,인천 연수구 송도동 24-17,30.0,7,0.0,5.0,5.0,5.0,09,2208190004
715,2208300001,a_a001375,AK& 홍대,서울 마포구 동교동 192-45,90.0,4,0.0,5.0,5.0,5.0,08,2208120005
716,2211120004,a_a018158,현대카드 쿠킹라이브러리,서울 강남구 신사동 645-22,90.0,3,1.0,4.0,5.0,4.0,11,2211120004
717,2209240004,a_a002923,미사경정공원,경기 하남시 덕풍동 15,90.0,1,1.0,4.0,4.0,4.0,09,2209240004
720,2210020003,a_a004930,헤이리농원,경기 파주시 탄현면 금산리 106-7,150.0,13,0.0,5.0,5.0,5.0,10,2210020003
722,2210150006,b_b008136,춘천삼악산호수케이블카,강원 춘천시 삼천동 392-10,30.0,6,0.0,4.0,4.0,5.0,10,2209100001
732,2210290001,a_a014333,선창수산,경기 화성시 황계동 102-4,30.0,4,0.0,5.0,5.0,5.0,10,2210290001
733,2210020004,a_a004504,서울뷰티위크,,150.0,8,0.0,5.0,5.0,5.0,10,2210020004
736,2208180003,a_a000085,경기북부어린이박물관,경기 동두천시 상봉암동 162,90.0,2,0.0,5.0,5.0,5.0,08,2208180003
737,2210010003,a_a002426,스카이호프,,420.0,4,0.0,5.0,5.0,5.0,10,2210010003
745,2210120002,a_a006304,경기대학교 서울캠퍼스,서울 서대문구 충정로2가 67-13,30.0,7,0.0,4.0,4.0,3.0,10,2210120002
746,2210170003,a_a006054,스타필드 하남,경기 하남시 신장동 45-5,90.0,4,0.0,4.0,3.0,4.0,10,2208060002
748,2210080005,a_a006254,경기도어린이박물관,경기 용인시 기흥구 상갈동 496,90.0,2,0.0,5.0,5.0,5.0,10,2209180002
749,2210210006,a_a007381,한양도성박물관,서울 종로구 종로6가 70-6,30.0,2,0.0,5.0,5.0,5.0,10,2210210006
755,2210190002,a_a004779,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,720.0,6,1.0,4.0,5.0,5.0,10,2208170003
760,2208240003,a_a000445,덕수궁,서울 중구 정동 5-1,30.0,2,0.0,5.0,5.0,5.0,08,2208110003
761,2210080004,a_a003919,김포한강야생조류생태공원,경기 김포시 운양동 1246-1,30.0,1,0.0,4.0,3.0,3.0,10,2210080004
762,2210230003,a_a011104,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,3.0,2.0,2.0,10,2208100001
763,2208200003,a_a000134,청계천,서울 종로구 서린동 148,30.0,7,1.0,5.0,5.0,5.0,08,2208130004
765,2208310005,a_a001483,송내로데오거리,경기 부천시 상동,0.0,4,1.0,5.0,5.0,5.0,08,2208310005
766,2210160002,a_a008365,배곧생명공원,경기 시흥시 정왕동 2506,60.0,1,0.0,5.0,5.0,5.0,10,2208290005
767,2209170008,a_a002302,신포국제시장,인천 중구 신포동 3-2,0.0,4,0.0,4.0,3.0,4.0,09,2208220006
768,2208300009,a_a001375,홍대 ak위드뮤m,,30.0,4,0.0,5.0,5.0,5.0,08,2208300009
772,2211120005,a_a017912,북한산 대남문분기점,서울 종로구 구기동,30.0,1,0.0,4.0,4.0,4.0,11,2211120005
774,2210220007,a_a009609,스파오 타임스퀘어점,서울 영등포구 영등포동4가 442,0.0,4,0.0,4.0,5.0,5.0,10,2210220007
776,2211050005,a_a015211,벽초지수목원,경기 파주시 광탄면 창만리 166-8,120.0,1,0.0,5.0,5.0,5.0,11,2208180002
777,2208070004,a_a000074,국립중앙박물관,서울 용산구 용산동6가 168-6,60.0,2,0.0,4.0,4.0,4.0,08,2208070004
779,2209090006,a_a001901,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,4.0,3.0,4.0,09,2208100001
782,2209180006,a_a002096,보광사,서울 용산구 보광동 419,30.0,2,0.0,3.0,2.0,2.0,09,2209180006
784,2209260003,a_a002239,롯데월드 어드벤처,서울 송파구 잠실동 40-1,180.0,6,1.0,5.0,5.0,5.0,09,2208120001
786,2210080004,a_a005038,여의도한강공원,서울 영등포구 여의도동 85,360.0,1,1.0,5.0,5.0,5.0,10,2208120005
788,2209240003,a_a003186,동대문종합시장,서울 종로구 종로6가 270-3,120.0,4,1.0,5.0,5.0,5.0,09,2208200003
789,2209230004,a_a001774,자라섬,경기 가평군 가평읍 달전리 30,30.0,1,0.0,4.0,3.0,4.0,09,2208050004
790,2208280005,a_a001210,광화문광장,서울 종로구 세종로 1-68,30.0,4,1.0,5.0,5.0,5.0,08,2208110004
792,2210300005,a_a014920,신덕고개,경기 용인시 처인구 양지면 남곡리 산 45-16,60.0,7,0.0,4.0,4.0,4.0,10,2210300005
793,2211120004,a_a017838,펀타임 대학로,서울 종로구 명륜2가 36-1,150.0,3,0.0,3.0,4.0,2.0,11,2211120004
794,2210010001,a_a003049,인천차이나타운,인천 중구 북성동2가 14,60.0,2,0.0,5.0,5.0,5.0,10,2208040003
797,2211050006,a_a014823,몬스터리움,경기 김포시 대곶면 대명리 482,60.0,6,0.0,4.0,3.0,4.0,11,2210160004
800,2208280011,a_a001393,롯데백화점 본점,서울 중구 소공동 1,90.0,4,0.0,5.0,5.0,5.0,08,2208080016
801,2208150010,a_a000140,수리산산림욕장 입구,경기 군포시 산본동 1226,30.0,1,0.0,3.0,3.0,3.0,08,2208150010
802,2208200006,a_a000573,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,0.0,4.0,4.0,4.0,08,2208070004
803,2209150005,a_a002192,아이스타일,경기 파주시 문발동 513-14,30.0,3,0.0,3.0,3.0,3.0,09,2209150005
804,2210300003,a_a013998,"상가 거리, 판교테크노파크공원",,30.0,4,0.0,4.0,3.0,3.0,10,2210300003
805,2210150007,a_a007182,수원화성미디어아트쇼,,30.0,8,0.0,4.0,4.0,4.0,10,2210150007
806,2210020006,a_a002367,수원천,,30.0,7,0.0,3.0,2.0,2.0,10,2209200005
807,2209230003,a_a001753,롯데월드,서울 송파구 잠실동 40-1,210.0,6,1.0,5.0,5.0,5.0,09,2208060001
810,2209160014,a_a001840,팔달문시장,경기 수원시 팔달구 팔달로3가 32,30.0,4,1.0,4.0,4.0,4.0,09,2209020006
813,2209020007,a_a001308,수원통닭거리,경기 수원시 팔달구 남수동 158-2,30.0,4,1.0,5.0,5.0,5.0,09,2208270007
814,2209110002,a_a001798,킨텍스 제2전시장,경기 고양시 일산서구 대화동 2700,30.0,3,1.0,5.0,5.0,5.0,09,2208300003
815,2210150005,a_a007307,용봉산,충남 홍성군 홍북읍 상하리 산 1-2,300.0,2,0.0,5.0,5.0,5.0,10,2210150005
822,2209120002,a_a001856,비둘기낭폭포,경기 포천시 영북면 대회산리 415-2,60.0,1,0.0,5.0,4.0,5.0,09,2208160005
824,2211040003,a_a008616,두물머리,경기 양평군 양서면 양수리,150.0,1,0.0,5.0,4.0,4.0,11,2208180002
827,2211130005,a_a017916,파이롯트 오피스 팝업스토어,,60.0,3,0.0,5.0,5.0,5.0,11,2211130005
835,2210290002,b_b006455,물향기수목원,경기 오산시 수청동 332-4,60.0,1,0.0,5.0,4.0,5.0,10,2209250003
839,2210080012,a_a005209,남산,서울 용산구 용산동2가 산 1-3,30.0,7,1.0,4.0,4.0,4.0,10,2208210003
846,2210090004,a_a003452,경복궁,서울 종로구 세종로 1-91,30.0,2,0.0,5.0,5.0,5.0,10,2208050006
847,2210270002,a_a011575,운현궁,서울 종로구 운니동 114-10,60.0,2,0.0,5.0,4.0,4.0,10,2208310001
849,2210090003,a_a006254,타임테라스 A블럭,경기 화성시 반송동 96,150.0,4,1.0,5.0,5.0,5.0,10,2210090003
853,2210290004,a_a010136,이마트트레이더스 구성점,경기 용인시 기흥구 보정동 1019-568,60.0,4,0.0,4.0,3.0,3.0,10,2210290004
854,2208100006,a_a000172,코엑스 아쿠아리움,서울 강남구 삼성동 159,120.0,6,0.0,4.0,4.0,4.0,08,2208100006
863,2210210003,a_a004300,경복궁,서울 종로구 세종로 1-91,60.0,2,1.0,4.0,3.0,4.0,10,2208050006
869,2210060005,a_a004100,코지블루,서울 송파구 송파동 45-5,30.0,4,0.0,5.0,5.0,4.0,10,2210060005
872,2209190004,a_a001997,국립민속박물관,서울 종로구 세종로 1-1,30.0,2,0.0,5.0,5.0,5.0,09,2208050007
873,2210080007,a_a003323,에버랜드 판다월드,경기 용인시 처인구 포곡읍 전대리 519-19,30.0,6,0.0,5.0,5.0,5.0,10,2210080007
874,2208140002,a_a000166,DMZ 장단콩두부마을,경기 파주시 탄현면 성동리 279,60.0,7,0.0,4.0,4.0,4.0,08,2208140002
879,2210230002,a_a007924,마장호수출렁다리,경기 파주시 광탄면 기산리,60.0,1,1.0,4.0,4.0,5.0,10,2208300003
881,2210090002,a_a006714,스포츠아일랜드,경기 수원시 팔달구 우만동 253,210.0,5,0.0,5.0,4.0,5.0,10,2210090002
883,2210230007,a_a011422,잠실종합운동장 올림픽주경기장,서울 송파구 잠실동 10,60.0,5,1.0,5.0,5.0,5.0,10,2209170003
886,2210220004,a_a010576,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,210.0,4,1.0,4.0,4.0,4.0,10,2208190003
889,2210080004,a_a005640,여주한글시장,경기 여주시 하동 269-2,30.0,4,0.0,3.0,3.0,3.0,10,2208210005
891,2210020002,a_a003568,신세계프리미엄아울렛 여주,,330.0,4,1.0,4.0,4.0,4.0,10,2208200002
894,2209030002,a_a001508,캐리비안베이,경기 용인시 처인구 포곡읍 유운리 551-1,390.0,13,0.0,5.0,5.0,5.0,09,2208070003
902,2210150003,a_a006080,인천 개항장문화재야행,인천 중구 관동1가 9-1,60.0,8,0.0,4.0,5.0,5.0,10,2209250005
903,2211110003,a_a017570,신라아이파크면세점,,60.0,4,0.0,3.0,2.0,2.0,11,2210020004
904,2209230008,a_a002260,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,1.0,5.0,5.0,5.0,09,2208210002
905,2210020003,a_a003617,일산문화광장,경기 고양시 일산동구 장항동 845,30.0,8,0.0,3.0,4.0,3.0,10,2209240004
906,2210030004,a_a003779,용암천,경기 남양주시 별내동,30.0,1,0.0,4.0,4.0,4.0,10,2210010005
912,2210120005,a_a005126,여의도한강공원,서울 영등포구 여의도동 85,30.0,1,0.0,5.0,5.0,5.0,10,2208120005
913,2210220003,a_a008102,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,180.0,4,0.0,4.0,4.0,4.0,10,2208280002
920,2211120004,a_a017912,비봉,서울 종로구 구기동 산 3-1,30.0,1,0.0,4.0,4.0,4.0,11,2211120004
924,2210100007,a_a006850,청일조계지경계계단,인천 중구 관동1가 24,30.0,2,0.0,4.0,3.0,3.0,10,2210100007
926,2211030015,a_a013762,국립수목원 열대식물자원연구센터,경기 포천시 소흘읍 직동리 산 50-18,30.0,1,0.0,5.0,5.0,5.0,11,2211030015
928,2210280005,a_a014461,석촌호수 동호,서울 송파구 신천동 32,30.0,1,1.0,4.0,5.0,5.0,10,2208060003
934,2210080006,b_b007029,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,60.0,2,0.0,3.0,2.0,3.0,10,2208200006
935,2210020005,a_a005429,덕수궁,서울 중구 정동 5-1,60.0,2,0.0,5.0,5.0,5.0,10,2208110003
943,2209270001,a_a002761,가평잣고을시장,경기 가평군 가평읍 읍내리 405,30.0,4,0.0,5.0,4.0,5.0,09,2208260005
944,2209050003,a_a000805,퍼스널테라피연구소,,240.0,13,0.0,5.0,5.0,5.0,09,2209050003
946,2209300008,a_a001936,수원화성박물관,경기 수원시 팔달구 매향동 49,60.0,2,0.0,4.0,4.0,4.0,09,2208090006
948,2209250008,a_a003309,동탄호수공원,경기 화성시 송동 54-1,150.0,1,1.0,5.0,5.0,5.0,09,2209020007
953,2210200008,a_a010287,제시,서울 종로구 동숭동 1-78,30.0,4,0.0,4.0,2.0,3.0,10,2210200008
957,2210080002,a_a003696,인천차이나타운,인천 중구 북성동2가 14,120.0,4,0.0,4.0,3.0,3.0,10,2208040003
958,2208070004,a_a000030,수원화성,경기 수원시 장안구 영화동 320-2,360.0,2,0.0,5.0,5.0,5.0,08,2208070004
965,2209190003,a_a002475,전곡항,경기 화성시 서신면 전곡리,150.0,1,1.0,4.0,4.0,4.0,09,2209190003
969,2210030002,a_a003169,홈플러스 파주문산점,경기 파주시 문산읍 당동리 880,60.0,4,0.0,4.0,3.0,3.0,10,2210030002
976,2208260003,a_a001366,용문사,경기 양평군 용문면 신점리 625,30.0,1,0.0,4.0,4.0,5.0,08,2208150001
978,2208140002,a_a000014,코스트코 일산점,경기 고양시 일산동구 백석동 1312,60.0,4,1.0,3.0,4.0,4.0,08,2208140002
980,2210300009,a_a010193,월미문화관,인천 중구 북성동1가 97-2,30.0,3,0.0,4.0,4.0,4.0,10,2210300009
985,2209240005,a_a001097,월미테마파크,인천 중구 북성동1가 98-580,60.0,6,1.0,5.0,5.0,5.0,09,2208200004
992,2210280003,a_a011025,자라섬,경기 가평군 가평읍 달전리 30,120.0,7,0.0,5.0,5.0,5.0,10,2208050004
999,2210020004,a_a004679,고양이카페38.5,경기 남양주시 별내동 826-7,90.0,13,0.0,1.0,1.0,1.0,10,2210020004
1002,2210300004,a_a014130,일산호수공원,경기 고양시 일산동구 장항동 906,60.0,1,1.0,5.0,5.0,5.0,10,2208210004
1005,2210020002,a_a002358,부락산,경기 평택시 지산동 산 132,90.0,1,1.0,5.0,5.0,5.0,10,2210020002
1007,2210280006,a_a014724,롯데월드 어드벤처,서울 송파구 잠실동 40-1,270.0,6,1.0,4.0,4.0,4.0,10,2208120001
1014,2210040005,a_a002993,국립현대미술관 서울관,서울 종로구 소격동 165-10,120.0,3,1.0,5.0,5.0,5.0,10,2208120003
1015,2209190001,a_a001881,서울 선릉과 정릉,서울 강남구 삼성동 131,60.0,2,0.0,5.0,5.0,5.0,09,2208130002
1021,2209210004,a_a002219,청계천,서울 종로구 서린동 148,90.0,7,0.0,4.0,3.0,4.0,09,2208130004
1024,2211100004,a_a018137,상동호수공원,경기 부천시 상동 549,60.0,1,0.0,5.0,5.0,5.0,11,2209030004
1025,2210300005,a_a014835,명동거리,서울 중구 명동2가,60.0,4,1.0,3.0,3.0,3.0,10,2208080015
1027,2210150008,a_a007424,나혜석거리,경기 수원시 팔달구 인계동 1140,90.0,4,1.0,4.0,4.0,4.0,10,2210150008
1032,2209090003,a_a001611,DMZ생생누리,경기 파주시 문산읍 마정리 1325,120.0,3,0.0,5.0,3.0,5.0,09,2209090003
1037,2209250004,a_a002284,커먼그라운드,서울 광진구 자양동 17-1,30.0,4,0.0,4.0,3.0,3.0,09,2209250004
1038,2208270007,a_a001316,한성백제박물관,서울 송파구 방이동 88-20,30.0,2,0.0,4.0,3.0,3.0,08,2208270007
1039,2208270001,a_a000620,웨이브파크,경기 시흥시 정왕동,150.0,5,0.0,5.0,5.0,5.0,08,2208270001
1041,2210170005,a_a003829,은평한옥마을,서울 은평구 진관동 127-27,30.0,7,1.0,5.0,5.0,5.0,10,2210120006
1049,2208280006,a_a001513,광장시장,서울 종로구 예지동 2-1,30.0,4,1.0,4.0,5.0,4.0,08,2208170005
1053,2209170004,a_a002250,자라섬,경기 가평군 가평읍 달전리 30,480.0,8,1.0,2.0,1.0,1.0,09,2208050004
1057,2209170002,a_a002331,대한불교조계종 신륵사,경기 여주시 천송동 282,120.0,2,0.0,4.0,4.0,4.0,09,2209110002
1060,2208270004,a_a001492,현대백화점면세점 동대문점,서울 중구 을지로6가 18-12,60.0,4,0.0,3.0,3.0,3.0,08,2208270004
1068,2210280004,a_a009822,남대문시장,서울 중구 남창동 49-1,60.0,4,1.0,4.0,4.0,4.0,10,2208240001
1071,2210300002,a_a009770,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,30.0,4,1.0,4.0,4.0,4.0,10,2208040006
1076,2211050004,b_b011659,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,60.0,4,1.0,5.0,5.0,5.0,11,2208200002
1082,2210030002,a_a002373,경복궁,서울 종로구 세종로 1-91,180.0,2,0.0,5.0,5.0,5.0,10,2208050006
1084,2210020001,a_a003316,무지개서는마을,경기 가평군 북면 도대리 71,480.0,7,0.0,4.0,4.0,4.0,10,2210010002
1087,2208240001,a_a001219,화담숲,경기 광주시 도척면 도웅리 산 33,150.0,1,1.0,5.0,5.0,5.0,08,2208200003
1090,2210040002,a_a002930,현대백화점유플렉스 신촌점,서울 서대문구 창천동 30-1,150.0,4,0.0,5.0,5.0,5.0,10,2210040002
1091,2210230003,a_a008125,기산저수지,경기 양주시 백석읍 기산리,30.0,7,0.0,5.0,5.0,5.0,10,2210230003
1094,2209180009,a_a001673,잠실종합운동장,서울 송파구 잠실동 10-1,270.0,5,1.0,5.0,5.0,5.0,09,2208140002
1095,2210080003,a_a004075,수원시립미술관,경기 수원시 팔달구 신풍동 238-1,60.0,3,0.0,5.0,5.0,5.0,10,2210020001
1101,2210210008,a_a007381,청계광장,서울 중구 태평로1가 1,120.0,7,1.0,5.0,4.0,4.0,10,2208240007
1102,2210300007,a_a015229,서축공업기념관,경기 파주시 문발동 637-1,30.0,3,0.0,5.0,2.0,4.0,10,2210300007
1105,2211100006,a_a018181,일산호수공원,경기 고양시 일산동구 장항동 906,90.0,1,1.0,4.0,5.0,4.0,11,2208210004
1107,2210210004,a_a009740,스타필드 하남,경기 하남시 신장동 45-5,210.0,4,0.0,5.0,2.0,4.0,10,2208060002
1110,2209060006,a_a000396,다이소 공릉점,서울 노원구 공릉동 388-34,30.0,4,1.0,3.0,4.0,4.0,09,2209060006
1111,2209030004,a_a000610,롯데월드,서울 송파구 잠실동 40-1,330.0,6,1.0,4.0,5.0,5.0,09,2208060001
1113,2210030003,a_a002981,북한강,경기 가평군 청평면 삼회리,60.0,1,0.0,4.0,4.0,4.0,10,2208210004
1117,2210090004,a_a004819,화성시우리꽃식물원,경기 화성시 팔탄면 매곡리 179-34,60.0,6,0.0,4.0,4.0,4.0,10,2210090004
1119,2209040004,a_a000207,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,30.0,4,1.0,5.0,5.0,5.0,09,2208200002
1120,2210140003,a_a005154,남한산성 행궁,경기 광주시 남한산성면 산성리 935-1,30.0,2,0.0,5.0,5.0,5.0,10,2208290001
1122,2210030002,a_a005485,리멤버 수원직영점,경기 수원시 팔달구 매산로1가 41-2,90.0,4,0.0,4.0,4.0,4.0,10,2210030002
1123,2209090007,a_a002001,광교호수공원,경기 수원시 영통구 하동 1020,60.0,1,0.0,4.0,4.0,4.0,09,2208200006
1125,2210300001,a_a012313,연천율무축제,,30.0,8,0.0,3.0,3.0,3.0,10,2210290004
1130,2209030003,a_a001132,현대백화점 신촌점,서울 서대문구 창천동 30-33,30.0,4,0.0,5.0,5.0,5.0,09,2209030003
1133,2210290002,a_a012116,궁평항,경기 화성시 서신면 궁평리 689,90.0,8,1.0,5.0,5.0,5.0,10,2209250004
1138,2209270006,a_a002021,팔달문시장,경기 수원시 팔달구 팔달로3가 32,90.0,4,0.0,4.0,4.0,4.0,09,2209020006
1139,2211090002,a_a017601,전통주갤러리,서울 종로구 재동 55,60.0,2,1.0,5.0,5.0,5.0,11,2208190006
1140,2210150006,a_a005857,벌말근린공원,서울 강동구 강일동,30.0,1,0.0,4.0,4.0,4.0,10,2210150006
1143,2210020002,a_a004662,롯데프리미엄아울렛 이천점,경기 이천시 호법면 단천리 864,120.0,4,1.0,4.0,4.0,4.0,10,2209040003
1145,2210230003,a_a006005,강천섬유원지,경기 여주시 강천면 강천리,90.0,1,1.0,5.0,5.0,5.0,10,2210220007
1150,2210220001,a_a003666,종묘,서울 종로구 훈정동 1-2,150.0,2,0.0,5.0,5.0,5.0,10,2208220002
1152,2210020002,a_a004646,양주나리농원,경기 양주시 광사동 51-56,90.0,1,0.0,5.0,5.0,5.0,10,2209300003
1156,2208080006,a_a000130,지혜의숲,경기 파주시 문발동 524-3,60.0,3,0.0,4.0,4.0,4.0,08,2208080006
1163,2211120006,a_a018206,홈플러스 병점점,경기 화성시 병점동 399-4,60.0,4,0.0,5.0,5.0,5.0,11,2211120006
1164,2210290007,a_a015324,범계역광장,경기 안양시 동안구 호계동 1039-2,30.0,3,0.0,5.0,5.0,5.0,10,2208310003
1172,2209030004,a_a001056,봄날아트홀,서울 종로구 동숭동 1-153,120.0,3,0.0,5.0,5.0,5.0,09,2209030004
1175,2209300003,a_a003839,포트링공방,서울 마포구 동교동 198-24,120.0,13,0.0,5.0,4.0,4.0,09,2209300003
