,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID,RATING
686,2210280003,a_a003371,화담숲,경기 광주시 도척면 도웅리 산 33,240.0,1,0.0,5.0,5.0,5.0,10,3186,16.5
687,2210020008,a_a003169,임진각 평화누리 야외공연장,경기 파주시 문산읍 마정리 1316,90.0,3,0.0,5.0,5.0,5.0,10,2469,16.5
697,2209170003,a_a002234,평화의광장,,30.0,3,0.0,4.0,4.0,4.0,09,2937,13.2
706,2208210004,b_b001670,일산호수공원,경기 고양시 일산동구 장항동 906,120.0,1,0.0,5.0,4.0,4.0,08,2457,14.7
710,2210300001,a_a004727,오산천,경기 오산시 은계동,60.0,7,0.0,5.0,5.0,5.0,10,2115,16.5
711,2210300006,a_a012117,화성행궁,,90.0,2,0.0,5.0,5.0,5.0,10,3211,16.5
712,2209240009,a_a001659,송도한옥마을,인천 연수구 송도동 24-17,30.0,7,0.0,5.0,5.0,5.0,09,1596,16.5
715,2208300001,a_a001375,AK& 홍대,서울 마포구 동교동 192-45,90.0,4,0.0,5.0,5.0,5.0,08,18,16.5
716,2211120004,a_a018158,현대카드 쿠킹라이브러리,서울 강남구 신사동 645-22,90.0,3,1.0,4.0,5.0,4.0,11,3137,14.0
717,2209240004,a_a002923,미사경정공원,경기 하남시 덕풍동 15,90.0,1,1.0,4.0,4.0,4.0,09,1042,13.2
720,2210020003,a_a004930,헤이리농원,경기 파주시 탄현면 금산리 106-7,150.0,13,0.0,5.0,5.0,5.0,10,3120,16.5
722,2210150006,b_b008136,춘천삼악산호수케이블카,강원 춘천시 삼천동 392-10,30.0,6,0.0,4.0,4.0,5.0,10,2738,14.2
732,2210290001,a_a014333,선창수산,경기 화성시 황계동 102-4,30.0,4,0.0,5.0,5.0,5.0,10,1484,16.5
733,2210020004,a_a004504,서울뷰티위크,,150.0,8,0.0,5.0,5.0,5.0,10,1387,16.5
736,2208180003,a_a000085,경기북부어린이박물관,경기 동두천시 상봉암동 162,90.0,2,0.0,5.0,5.0,5.0,08,199,16.5
737,2210010003,a_a002426,스카이호프,,420.0,4,0.0,5.0,5.0,5.0,10,1711,16.5
745,2210120002,a_a006304,경기대학교 서울캠퍼스,서울 서대문구 충정로2가 67-13,30.0,7,0.0,4.0,4.0,3.0,10,187,12.2
746,2210170003,a_a006054,스타필드 하남,경기 하남시 신장동 45-5,90.0,4,0.0,4.0,3.0,4.0,10,1721,12.4
748,2210080005,a_a006254,경기도어린이박물관,경기 용인시 기흥구 상갈동 496,90.0,2,0.0,5.0,5.0,5.0,10,194,16.5
749,2210210006,a_a007381,한양도성박물관,서울 종로구 종로6가 70-6,30.0,2,0.0,5.0,5.0,5.0,10,3057,16.5
755,2210190002,a_a004779,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,720.0,6,1.0,4.0,5.0,5.0,10,1976,15.0
760,2208240003,a_a000445,덕수궁,서울 중구 정동 5-1,30.0,2,0.0,5.0,5.0,5.0,08,721,16.5
761,2210080004,a_a003919,김포한강야생조류생태공원,경기 김포시 운양동 1246-1,30.0,1,0.0,4.0,3.0,3.0,10,509,11.4
762,2210230003,a_a011104,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,3.0,2.0,2.0,10,3211,8.1
763,2208200003,a_a000134,청계천,서울 종로구 서린동 148,30.0,7,1.0,5.0,5.0,5.0,08,2693,16.5
765,2208310005,a_a001483,송내로데오거리,경기 부천시 상동,0.0,4,1.0,5.0,5.0,5.0,08,1580,16.5
766,2210160002,a_a008365,배곧생명공원,경기 시흥시 정왕동 2506,60.0,1,0.0,5.0,5.0,5.0,10,1103,16.5
767,2209170008,a_a002302,신포국제시장,인천 중구 신포동 3-2,0.0,4,0.0,4.0,3.0,4.0,09,1777,12.4
768,2208300009,a_a001375,홍대 ak위드뮤m,,30.0,4,0.0,5.0,5.0,5.0,08,3161,16.5
776,2211050005,a_a015211,벽초지수목원,경기 파주시 광탄면 창만리 166-8,120.0,1,0.0,5.0,5.0,5.0,11,1136,16.5
777,2208070004,a_a000074,국립중앙박물관,서울 용산구 용산동6가 168-6,60.0,2,0.0,4.0,4.0,4.0,08,423,13.2
779,2209090006,a_a001901,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,4.0,3.0,4.0,09,3211,12.4
782,2209180006,a_a002096,보광사,서울 용산구 보광동 419,30.0,2,0.0,3.0,2.0,2.0,09,1147,8.1
784,2209260003,a_a002239,롯데월드 어드벤처,서울 송파구 잠실동 40-1,180.0,6,1.0,5.0,5.0,5.0,09,892,16.5
786,2210080004,a_a005038,여의도한강공원,서울 영등포구 여의도동 85,360.0,1,1.0,5.0,5.0,5.0,10,2021,16.5
788,2209240003,a_a003186,동대문종합시장,서울 종로구 종로6가 270-3,120.0,4,1.0,5.0,5.0,5.0,09,764,16.5
789,2209230004,a_a001774,자라섬,경기 가평군 가평읍 달전리 30,30.0,1,0.0,4.0,3.0,4.0,09,2486,12.4
790,2208280005,a_a001210,광화문광장,서울 종로구 세종로 1-68,30.0,4,1.0,5.0,5.0,5.0,08,365,16.5
792,2210300005,a_a014920,신덕고개,경기 용인시 처인구 양지면 남곡리 산 45-16,60.0,7,0.0,4.0,4.0,4.0,10,1751,13.2
793,2211120004,a_a017838,펀타임 대학로,서울 종로구 명륜2가 36-1,150.0,3,0.0,3.0,4.0,2.0,11,2909,9.7
794,2210010001,a_a003049,인천차이나타운,인천 중구 북성동2가 14,60.0,2,0.0,5.0,5.0,5.0,10,2440,16.5
797,2211050006,a_a014823,몬스터리움,경기 김포시 대곶면 대명리 482,60.0,6,0.0,4.0,3.0,4.0,11,992,12.4
801,2208150010,a_a000140,수리산산림욕장 입구,경기 군포시 산본동 1226,30.0,1,0.0,3.0,3.0,3.0,08,1615,9.9
802,2208200006,a_a000573,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,0.0,4.0,4.0,4.0,08,1658,13.2
803,2209150005,a_a002192,아이스타일,경기 파주시 문발동 513-14,30.0,3,0.0,3.0,3.0,3.0,09,1828,9.9
804,2210300003,a_a013998,"상가 거리, 판교테크노파크공원",,30.0,4,0.0,4.0,3.0,3.0,10,1293,11.4
805,2210150007,a_a007182,수원화성미디어아트쇼,,30.0,8,0.0,4.0,4.0,4.0,10,1682,13.2
806,2210020006,a_a002367,수원천,,30.0,7,0.0,3.0,2.0,2.0,10,1651,8.1
807,2209230003,a_a001753,롯데월드,서울 송파구 잠실동 40-1,210.0,6,1.0,5.0,5.0,5.0,09,889,16.5
810,2209160014,a_a001840,팔달문시장,경기 수원시 팔달구 팔달로3가 32,30.0,4,1.0,4.0,4.0,4.0,09,2897,13.2
813,2209020007,a_a001308,수원통닭거리,경기 수원시 팔달구 남수동 158-2,30.0,4,1.0,5.0,5.0,5.0,09,1655,16.5
814,2209110002,a_a001798,킨텍스 제2전시장,경기 고양시 일산서구 대화동 2700,30.0,3,1.0,5.0,5.0,5.0,09,2810,16.5
815,2210150005,a_a007307,용봉산,충남 홍성군 홍북읍 상하리 산 1-2,300.0,2,0.0,5.0,5.0,5.0,10,2176,16.5
822,2209120002,a_a001856,비둘기낭폭포,경기 포천시 영북면 대회산리 415-2,60.0,1,0.0,5.0,4.0,5.0,09,1243,15.7
824,2211040003,a_a008616,두물머리,경기 양평군 양서면 양수리,150.0,1,0.0,5.0,4.0,4.0,11,799,14.7
827,2211130005,a_a017916,파이롯트 오피스 팝업스토어,,60.0,3,0.0,5.0,5.0,5.0,11,2871,16.5
835,2210290002,b_b006455,물향기수목원,경기 오산시 수청동 332-4,60.0,1,0.0,5.0,4.0,5.0,10,1030,15.7
839,2210080012,a_a005209,남산,서울 용산구 용산동2가 산 1-3,30.0,7,1.0,4.0,4.0,4.0,10,551,13.2
846,2210090004,a_a003452,경복궁,서울 종로구 세종로 1-91,30.0,2,0.0,5.0,5.0,5.0,10,213,16.5
847,2210270002,a_a011575,운현궁,서울 종로구 운니동 114-10,60.0,2,0.0,5.0,4.0,4.0,10,2224,14.7
849,2210090003,a_a006254,타임테라스 A블럭,경기 화성시 반송동 96,150.0,4,1.0,5.0,5.0,5.0,10,2819,16.5
854,2208100006,a_a000172,코엑스 아쿠아리움,서울 강남구 삼성동 159,120.0,6,0.0,4.0,4.0,4.0,08,2785,13.2
863,2210210003,a_a004300,경복궁,서울 종로구 세종로 1-91,60.0,2,1.0,4.0,3.0,4.0,10,213,12.4
869,2210060005,a_a004100,코지블루,서울 송파구 송파동 45-5,30.0,4,0.0,5.0,5.0,4.0,10,2789,15.5
872,2209190004,a_a001997,국립민속박물관,서울 종로구 세종로 1-1,30.0,2,0.0,5.0,5.0,5.0,09,408,16.5
873,2210080007,a_a003323,에버랜드 판다월드,경기 용인시 처인구 포곡읍 전대리 519-19,30.0,6,0.0,5.0,5.0,5.0,10,1990,16.5
874,2208140002,a_a000166,DMZ 장단콩두부마을,경기 파주시 탄현면 성동리 279,60.0,7,0.0,4.0,4.0,4.0,08,42,13.2
879,2210230002,a_a007924,마장호수출렁다리,경기 파주시 광탄면 기산리,60.0,1,1.0,4.0,4.0,5.0,10,925,14.2
881,2210090002,a_a006714,스포츠아일랜드,경기 수원시 팔달구 우만동 253,210.0,5,0.0,5.0,4.0,5.0,10,1729,15.7
883,2210230007,a_a011422,잠실종합운동장 올림픽주경기장,서울 송파구 잠실동 10,60.0,5,1.0,5.0,5.0,5.0,10,2507,16.5
889,2210080004,a_a005640,여주한글시장,경기 여주시 하동 269-2,30.0,4,0.0,3.0,3.0,3.0,10,2033,9.9
891,2210020002,a_a003568,신세계프리미엄아울렛 여주,,330.0,4,1.0,4.0,4.0,4.0,10,1766,13.2
894,2209030002,a_a001508,캐리비안베이,경기 용인시 처인구 포곡읍 유운리 551-1,390.0,13,0.0,5.0,5.0,5.0,09,2768,16.5
902,2210150003,a_a006080,인천 개항장문화재야행,인천 중구 관동1가 9-1,60.0,8,0.0,4.0,5.0,5.0,10,2407,15.0
904,2209230008,a_a002260,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,1.0,5.0,5.0,5.0,09,1471,16.5
905,2210020003,a_a003617,일산문화광장,경기 고양시 일산동구 장항동 845,30.0,8,0.0,3.0,4.0,3.0,10,2454,10.7
906,2210030004,a_a003779,용암천,경기 남양주시 별내동,30.0,1,0.0,4.0,4.0,4.0,10,2188,13.2
912,2210120005,a_a005126,여의도한강공원,서울 영등포구 여의도동 85,30.0,1,0.0,5.0,5.0,5.0,10,2021,16.5
913,2210220003,a_a008102,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,180.0,4,0.0,4.0,4.0,4.0,10,3140,13.2
920,2211120004,a_a017912,비봉,서울 종로구 구기동 산 3-1,30.0,1,0.0,4.0,4.0,4.0,11,1244,13.2
924,2210100007,a_a006850,청일조계지경계계단,인천 중구 관동1가 24,30.0,2,0.0,4.0,3.0,3.0,10,2717,11.4
926,2211030015,a_a013762,국립수목원 열대식물자원연구센터,경기 포천시 소흘읍 직동리 산 50-18,30.0,1,0.0,5.0,5.0,5.0,11,418,16.5
928,2210280005,a_a014461,석촌호수 동호,서울 송파구 신천동 32,30.0,1,1.0,4.0,5.0,5.0,10,1470,15.0
934,2210080006,b_b007029,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,60.0,2,0.0,3.0,2.0,3.0,10,1678,9.1
935,2210020005,a_a005429,덕수궁,서울 중구 정동 5-1,60.0,2,0.0,5.0,5.0,5.0,10,721,16.5
943,2209270001,a_a002761,가평잣고을시장,경기 가평군 가평읍 읍내리 405,30.0,4,0.0,5.0,4.0,5.0,09,119,15.7
944,2209050003,a_a000805,퍼스널테라피연구소,,240.0,13,0.0,5.0,5.0,5.0,09,2906,16.5
946,2209300008,a_a001936,수원화성박물관,경기 수원시 팔달구 매향동 49,60.0,2,0.0,4.0,4.0,4.0,09,1683,13.2
948,2209250008,a_a003309,동탄호수공원,경기 화성시 송동 54-1,150.0,1,1.0,5.0,5.0,5.0,09,790,16.5
953,2210200008,a_a010287,제시,서울 종로구 동숭동 1-78,30.0,4,0.0,4.0,2.0,3.0,10,2577,10.6
957,2210080002,a_a003696,인천차이나타운,인천 중구 북성동2가 14,120.0,4,0.0,4.0,3.0,3.0,10,2440,11.4
958,2208070004,a_a000030,수원화성,경기 수원시 장안구 영화동 320-2,360.0,2,0.0,5.0,5.0,5.0,08,1658,16.5
965,2209190003,a_a002475,전곡항,경기 화성시 서신면 전곡리,150.0,1,1.0,4.0,4.0,4.0,09,2543,13.2
976,2208260003,a_a001366,용문사,경기 양평군 용문면 신점리 625,30.0,1,0.0,4.0,4.0,5.0,08,2169,14.2
980,2210300009,a_a010193,월미문화관,인천 중구 북성동1가 97-2,30.0,3,0.0,4.0,4.0,4.0,10,2248,13.2
985,2209240005,a_a001097,월미테마파크,인천 중구 북성동1가 98-580,60.0,6,1.0,5.0,5.0,5.0,09,2253,16.5
992,2210280003,a_a011025,자라섬,경기 가평군 가평읍 달전리 30,120.0,7,0.0,5.0,5.0,5.0,10,2486,16.5
999,2210020004,a_a004679,고양이카페38.5,경기 남양주시 별내동 826-7,90.0,13,0.0,1.0,1.0,1.0,10,274,3.3
1002,2210300004,a_a014130,일산호수공원,경기 고양시 일산동구 장항동 906,60.0,1,1.0,5.0,5.0,5.0,10,2457,16.5
1005,2210020002,a_a002358,부락산,경기 평택시 지산동 산 132,90.0,1,1.0,5.0,5.0,5.0,10,1178,16.5
1007,2210280006,a_a014724,롯데월드 어드벤처,서울 송파구 잠실동 40-1,270.0,6,1.0,4.0,4.0,4.0,10,892,13.2
1014,2210040005,a_a002993,국립현대미술관 서울관,서울 종로구 소격동 165-10,120.0,3,1.0,5.0,5.0,5.0,10,434,16.5
1015,2209190001,a_a001881,서울 선릉과 정릉,서울 강남구 삼성동 131,60.0,2,0.0,5.0,5.0,5.0,09,1348,16.5
1021,2209210004,a_a002219,청계천,서울 종로구 서린동 148,90.0,7,0.0,4.0,3.0,4.0,09,2693,12.4
1024,2211100004,a_a018137,상동호수공원,경기 부천시 상동 549,60.0,1,0.0,5.0,5.0,5.0,11,1295,16.5
1025,2210300005,a_a014835,명동거리,서울 중구 명동2가,60.0,4,1.0,3.0,3.0,3.0,10,973,9.9
1027,2210150008,a_a007424,나혜석거리,경기 수원시 팔달구 인계동 1140,90.0,4,1.0,4.0,4.0,4.0,10,529,13.2
1032,2209090003,a_a001611,DMZ생생누리,경기 파주시 문산읍 마정리 1325,120.0,3,0.0,5.0,3.0,5.0,09,43,14.9
1037,2209250004,a_a002284,커먼그라운드,서울 광진구 자양동 17-1,30.0,4,0.0,4.0,3.0,3.0,09,2773,11.4
1038,2208270007,a_a001316,한성백제박물관,서울 송파구 방이동 88-20,30.0,2,0.0,4.0,3.0,3.0,08,3053,11.4
1039,2208270001,a_a000620,웨이브파크,경기 시흥시 정왕동,150.0,5,0.0,5.0,5.0,5.0,08,2267,16.5
1041,2210170005,a_a003829,은평한옥마을,서울 은평구 진관동 127-27,30.0,7,1.0,5.0,5.0,5.0,10,2311,16.5
1049,2208280006,a_a001513,광장시장,서울 종로구 예지동 2-1,30.0,4,1.0,4.0,5.0,4.0,08,356,14.0
1053,2209170004,a_a002250,자라섬,경기 가평군 가평읍 달전리 30,480.0,8,1.0,2.0,1.0,1.0,09,2486,4.8
1057,2209170002,a_a002331,대한불교조계종 신륵사,경기 여주시 천송동 282,120.0,2,0.0,4.0,4.0,4.0,09,698,13.2
1068,2210280004,a_a009822,남대문시장,서울 중구 남창동 49-1,60.0,4,1.0,4.0,4.0,4.0,10,544,13.2
1076,2211050004,b_b011659,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,60.0,4,1.0,5.0,5.0,5.0,11,1766,16.5
1082,2210030002,a_a002373,경복궁,서울 종로구 세종로 1-91,180.0,2,0.0,5.0,5.0,5.0,10,213,16.5
1084,2210020001,a_a003316,무지개서는마을,경기 가평군 북면 도대리 71,480.0,7,0.0,4.0,4.0,4.0,10,1007,13.2
1087,2208240001,a_a001219,화담숲,경기 광주시 도척면 도웅리 산 33,150.0,1,1.0,5.0,5.0,5.0,08,3186,16.5
1091,2210230003,a_a008125,기산저수지,경기 양주시 백석읍 기산리,30.0,7,0.0,5.0,5.0,5.0,10,487,16.5
1094,2209180009,a_a001673,잠실종합운동장,서울 송파구 잠실동 10-1,270.0,5,1.0,5.0,5.0,5.0,09,2505,16.5
1095,2210080003,a_a004075,수원시립미술관,경기 수원시 팔달구 신풍동 238-1,60.0,3,0.0,5.0,5.0,5.0,10,1639,16.5
1101,2210210008,a_a007381,청계광장,서울 중구 태평로1가 1,120.0,7,1.0,5.0,4.0,4.0,10,2686,14.7
1102,2210300007,a_a015229,서축공업기념관,경기 파주시 문발동 637-1,30.0,3,0.0,5.0,2.0,4.0,10,1454,13.1
1105,2211100006,a_a018181,일산호수공원,경기 고양시 일산동구 장항동 906,90.0,1,1.0,4.0,5.0,4.0,11,2457,14.0
1107,2210210004,a_a009740,스타필드 하남,경기 하남시 신장동 45-5,210.0,4,0.0,5.0,2.0,4.0,10,1721,13.1
1111,2209030004,a_a000610,롯데월드,서울 송파구 잠실동 40-1,330.0,6,1.0,4.0,5.0,5.0,09,889,15.0
1113,2210030003,a_a002981,북한강,경기 가평군 청평면 삼회리,60.0,1,0.0,4.0,4.0,4.0,10,1219,13.2
1117,2210090004,a_a004819,화성시우리꽃식물원,경기 화성시 팔탄면 매곡리 179-34,60.0,6,0.0,4.0,4.0,4.0,10,3205,13.2
1119,2209040004,a_a000207,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,30.0,4,1.0,5.0,5.0,5.0,09,1766,16.5
1120,2210140003,a_a005154,남한산성 행궁,경기 광주시 남한산성면 산성리 935-1,30.0,2,0.0,5.0,5.0,5.0,10,582,16.5
1123,2209090007,a_a002001,광교호수공원,경기 수원시 영통구 하동 1020,60.0,1,0.0,4.0,4.0,4.0,09,333,13.2
1125,2210300001,a_a012313,연천율무축제,,30.0,8,0.0,3.0,3.0,3.0,10,2060,9.9
1133,2210290002,a_a012116,궁평항,경기 화성시 서신면 궁평리 689,90.0,8,1.0,5.0,5.0,5.0,10,450,16.5
1138,2209270006,a_a002021,팔달문시장,경기 수원시 팔달구 팔달로3가 32,90.0,4,0.0,4.0,4.0,4.0,09,2897,13.2
1139,2211090002,a_a017601,전통주갤러리,서울 종로구 재동 55,60.0,2,1.0,5.0,5.0,5.0,11,2549,16.5
1140,2210150006,a_a005857,벌말근린공원,서울 강동구 강일동,30.0,1,0.0,4.0,4.0,4.0,10,1124,13.2
1145,2210230003,a_a006005,강천섬유원지,경기 여주시 강천면 강천리,90.0,1,1.0,5.0,5.0,5.0,10,153,16.5
1150,2210220001,a_a003666,종묘,서울 종로구 훈정동 1-2,150.0,2,0.0,5.0,5.0,5.0,10,2596,16.5
1152,2210020002,a_a004646,양주나리농원,경기 양주시 광사동 51-56,90.0,1,0.0,5.0,5.0,5.0,10,1945,16.5
1156,2208080006,a_a000130,지혜의숲,경기 파주시 문발동 524-3,60.0,3,0.0,4.0,4.0,4.0,08,2634,13.2
1164,2210290007,a_a015324,범계역광장,경기 안양시 동안구 호계동 1039-2,30.0,3,0.0,5.0,5.0,5.0,10,1126,16.5
1172,2209030004,a_a001056,봄날아트홀,서울 종로구 동숭동 1-153,120.0,3,0.0,5.0,5.0,5.0,09,1165,16.5
1175,2209300003,a_a003839,포트링공방,서울 마포구 동교동 198-24,120.0,13,0.0,5.0,4.0,4.0,09,2955,14.7
1176,2209010006,a_a001226,마이랜드,인천 중구 북성동1가 98-333,30.0,6,0.0,2.0,1.0,1.0,09,922,4.8
1179,2210290006,a_a008695,국립고궁박물관,서울 종로구 세종로 1-57,60.0,2,1.0,4.0,4.0,5.0,10,397,14.2
1185,2210220006,a_a010416,창경궁,서울 종로구 와룡동 2-1,90.0,2,0.0,5.0,4.0,5.0,10,2652,15.7
1186,2210100003,a_a007167,포천아트밸리,경기 포천시 신북면 기지리 282,90.0,1,0.0,5.0,4.0,4.0,10,2948,14.7
1188,2210010007,a_a002814,수원화성 팔달문,경기 수원시 팔달구 팔달로2가 138,0.0,2,0.0,4.0,4.0,4.0,10,1673,13.2
1191,2210310002,a_a010571,주주팜,경기 여주시 점동면 청안리 330,120.0,13,0.0,5.0,5.0,5.0,10,2608,16.5
1194,2210300002,a_a011234,경의선숲길,서울 마포구 동교동 190-1,30.0,1,1.0,5.0,5.0,5.0,10,223,16.5
1196,2209080006,a_a002076,종묘,서울 종로구 훈정동 1-2,120.0,2,0.0,5.0,5.0,5.0,09,2596,16.5
1198,2209300005,a_a002718,청라호수공원,인천 서구 청라동 1-794,60.0,1,0.0,5.0,5.0,5.0,09,2701,16.5
1199,2209090007,a_a002198,북한강,,30.0,1,0.0,5.0,5.0,3.0,09,1219,14.5
1200,2210150002,a_a006401,궁평항,,30.0,1,0.0,5.0,5.0,5.0,10,450,16.5
1202,2210090002,a_a005659,남한산성,경기 광주시 남한산성면 산성리 산 23,30.0,2,0.0,5.0,5.0,5.0,10,577,16.5
1203,2210010003,a_a004472,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,30.0,1,1.0,5.0,5.0,5.0,10,559,16.5
1212,2210230003,a_a007656,문화역서울284,서울 중구 봉래동2가 122-28,60.0,3,0.0,4.0,3.0,4.0,10,1024,12.4
1215,2209240007,a_a002042,신촌이대거리,서울 서대문구 창천동,60.0,4,0.0,4.0,4.0,4.0,09,1774,13.2
1221,2210300003,a_a007894,수원화성 연무대 관광안내소,경기 수원시 팔달구 매향동 3-32,30.0,2,0.0,4.0,3.0,3.0,10,1670,11.4
1223,2209240006,a_a001097,월미공원,인천 중구 북성동1가 산 2-1,30.0,1,0.0,3.0,3.0,3.0,09,2242,9.9
1226,2210290004,a_a008325,검단산,경기 하남시 배알미동 산 13-6,240.0,1,0.0,5.0,5.0,5.0,10,181,16.5
1228,2209230002,a_a002222,노량진컵밥거리,서울 동작구 노량진동 148-87,30.0,4,0.0,4.0,4.0,4.0,09,605,13.2
1234,2209290006,a_a002471,북촌한옥마을,서울 종로구 가회동 31-31,90.0,7,0.0,3.0,3.0,3.0,09,1217,9.9
1236,2209250003,a_a002844,예스파크,경기 이천시 신둔면 고척리 599-6,120.0,3,1.0,5.0,5.0,5.0,09,2095,16.5
1238,2210220003,a_a003178,명륜당,서울 종로구 명륜3가 53,30.0,1,0.0,5.0,5.0,5.0,10,977,16.5
1240,2210150002,a_a007359,하남스타필드,,240.0,4,0.0,5.0,5.0,5.0,10,2991,16.5
1241,2210160006,a_a008224,석촌호수 동호,서울 송파구 신천동 32,30.0,1,0.0,4.0,4.0,3.0,10,1470,12.2
1243,2210310002,a_a008526,아침고요수목원,경기 가평군 상면 행현리 623-3,90.0,1,0.0,5.0,5.0,5.0,10,1837,16.5
1244,2210220004,a_a008553,부천자연생태공원,경기 부천시 춘의동 382,60.0,1,0.0,5.0,5.0,5.0,10,1185,16.5
1254,2211050004,b_b012022,인천 펜타포트락페스티벌,인천 연수구 송도동 26-1,30.0,8,0.0,3.0,3.0,2.0,11,2408,8.9
1255,2209130004,c_c000580,용문산자연휴양림,경기 양평군 양평읍 백안리 산 68-1,60.0,1,0.0,3.0,2.0,3.0,09,2174,9.1
1256,2210220008,a_a009729,마이랜드,인천 중구 북성동1가 98-333,30.0,6,0.0,4.0,4.0,4.0,10,922,13.2
1258,2208290007,a_a001103,불암산,경기 남양주시 별내동 산 97,150.0,1,0.0,4.0,3.0,3.0,08,1235,11.4
1261,2210160006,a_a007407,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10,1391,16.5
1265,2208220003,a_a000960,산정랜드,경기 포천시 영북면 산정리 75,90.0,1,0.0,4.0,4.0,4.0,08,1271,13.2
1270,2210080004,a_a004696,29CM SEONGSU,서울 성동구 성수동2가 302-4,30.0,4,0.0,4.0,4.0,3.0,10,10,12.2
1272,2210020003,a_a002543,두타몰,서울 중구 을지로6가 18-12,120.0,4,1.0,4.0,4.0,4.0,10,807,13.2
1274,2210280004,a_a014163,화적연 플로깅,,30.0,13,0.0,4.0,4.0,4.0,10,3219,13.2
1276,2210070007,b_b006351,효원공원 월화원,경기 수원시 팔달구 인계동 1117,0.0,1,1.0,3.0,3.0,3.0,10,3246,9.9
1279,2209020006,a_a000741,두타,서울 중구 을지로6가 18-12,60.0,4,0.0,4.0,4.0,2.0,09,805,11.2
1280,2210290004,a_a013698,포천아트밸리,경기 포천시 신북면 기지리 282,60.0,1,0.0,4.0,4.0,4.0,10,2948,13.2
1283,2210030007,a_a004293,남문로데오시장,경기 수원시 팔달구 교동 3-11,0.0,4,0.0,4.0,5.0,5.0,10,548,15.0
1284,2209280007,a_a002155,동장대 화성어차 연무대 매표소,,60.0,2,0.0,4.0,2.0,4.0,09,785,11.6
1286,2209180003,a_a002381,연천은대리성,경기 연천군 전곡읍 은대리 577,30.0,1,0.0,5.0,5.0,5.0,09,2061,16.5
1290,2209030001,a_a001132,신촌파랑고래,서울 서대문구 창천동 57-18,30.0,3,0.0,5.0,5.0,5.0,09,1775,16.5
1293,2208270001,a_a000700,남이섬,강원 춘천시 남산면 방하리 197,180.0,1,0.0,5.0,4.0,4.0,08,573,14.7
1302,2210210004,a_a009397,자라섬 꽃테마공원,경기 가평군 가평읍 달전리 30,30.0,6,0.0,3.0,3.0,3.0,10,2488,9.9
1303,2210310005,a_a012377,마이아트뮤지엄,서울 강남구 대치동 944-31,150.0,3,0.0,5.0,5.0,5.0,10,923,16.5
1305,2210300005,a_a012337,인천문화예술회관,인천 남동구 구월동 1408,60.0,3,0.0,3.0,3.0,4.0,10,2427,10.9
